House Size (Acres),Number of Bedrooms,Number of Bathrooms,Year Built,Distance from City Center (km),Price (Lakhs to Crores)
2.74,6,2,2018,23.97,750.78
1.37,3,1,2003,30.46,921.0
1.03,2,1,1973,2.72,983.62
1.5,5,2,1958,44.03,125.65
1.62,2,4,2022,34.43,373.07
4.95,2,3,2020,37.24,692.73
3.72,6,3,1981,4.39,688.02
4.33,5,2,1980,4.53,686.67
0.31,6,1,1991,26.17,570.6
4.39,6,3,1965,32.58,251.16
4.92,4,1,1980,30.36,728.75
1.56,5,4,2010,4.47,57.08
4.86,1,1,1996,20.74,195.48
1.13,3,1,1961,12.09,958.74
2.76,1,3,1952,6.57,269.38
0.33,1,4,1971,34.05,690.1
3.79,3,4,1991,26.07,419.92
4.6,1,3,2006,13.19,320.41
0.84,4,2,2017,35.99,457.51
0.35,1,1,1974,34.49,349.29
0.62,2,2,2018,43.46,859.41
1.42,6,3,1960,22.34,989.12
0.55,3,2,1971,37.07,121.01
4.38,1,3,2010,49.55,246.01
4.5,4,3,1966,12.79,594.68
0.59,3,4,1967,32.16,591.67
2.52,2,2,1960,12.69,848.01
3.14,5,2,1966,38.01,45.08
3.6,2,2,1980,42.32,980.81
3.93,2,4,2012,39.52,139.0
0.42,5,4,1978,4.85,785.7
1.77,5,3,1961,16.43,495.95
0.37,3,3,1971,46.83,112.84
1.56,5,4,2013,48.48,197.39
1.52,4,4,1957,10.44,265.34
4.46,2,3,2020,42.87,985.06
0.44,2,4,1987,29.55,602.2
1.54,5,3,2007,22.6,182.35
1.83,3,2,1966,19.88,617.68
2.14,6,1,1977,17.87,488.99
4.08,6,1,1966,35.74,48.6
4.55,1,3,1990,25.0,64.41
3.84,5,3,2006,43.2,906.56
4.26,3,1,1982,30.32,18.9
0.5,1,2,1995,9.83,670.48
1.0,3,3,1965,31.98,229.87
2.96,5,3,2019,10.03,262.23
0.65,5,1,2016,29.93,830.98
2.05,1,4,1986,37.31,283.17
2.27,4,1,1955,12.54,92.36
2.12,3,3,2014,31.53,396.31
0.68,2,1,1954,47.89,156.19
3.95,3,3,1977,29.71,987.46
1.89,5,4,1970,30.12,740.59
3.71,3,3,2010,39.4,968.92
4.11,3,2,1991,23.15,573.17
3.92,4,1,2011,41.04,724.87
2.88,5,1,2013,8.45,636.89
3.1,4,4,1985,45.38,298.8
1.7,3,2,1983,43.83,507.38
3.01,5,2,2021,10.16,452.0
3.81,6,4,1989,48.07,14.72
4.43,3,2,1978,27.89,452.17
3.92,6,1,1951,34.91,82.02
0.88,3,4,1995,6.38,406.26
1.1,6,3,2007,13.53,279.97
1.4,5,2,2003,12.07,54.83
1.51,5,3,1956,45.43,180.09
1.34,3,1,2012,36.9,426.16
4.43,1,2,1995,39.5,989.53
1.11,3,2,2006,19.91,163.34
4.9,1,4,1992,40.88,436.1
2.99,5,2,2004,4.46,992.78
4.81,2,4,2007,30.11,862.34
3.58,1,2,2021,17.22,225.85
4.19,1,2,1988,4.74,959.62
4.45,5,2,1953,31.02,578.69
3.63,2,4,1996,40.41,949.81
2.61,3,2,2015,35.63,868.43
0.85,4,4,1984,32.85,376.12
1.31,2,4,1993,36.23,514.76
0.52,2,3,2012,17.15,952.97
2.54,4,2,1994,44.52,68.58
1.3,2,1,1961,5.6,315.19
0.36,2,2,2008,7.7,974.18
4.49,6,3,1979,32.74,832.95
0.72,4,1,2012,31.94,232.5
2.35,2,1,1955,24.99,726.34
3.13,5,3,1957,47.85,471.08
1.63,2,2,1980,15.7,537.89
3.24,5,2,1957,11.12,750.09
4.02,4,1,1978,27.81,303.09
3.09,4,4,1998,45.42,390.31
3.9,4,4,1973,7.1,437.58
4.95,3,1,1960,48.34,230.19
2.86,1,3,1950,30.59,502.78
1.52,1,2,2016,30.32,298.33
4.48,4,1,1986,31.71,832.65
1.0,3,4,1958,7.71,381.05
3.25,1,3,1958,36.4,888.04
3.83,4,3,1991,35.59,280.72
1.99,3,2,1978,10.89,294.19
3.24,2,2,2008,15.33,740.47
3.17,6,3,1980,12.4,998.0
0.68,5,2,1982,24.15,461.44
4.61,3,3,2011,10.96,427.82
2.56,4,1,1997,9.81,680.02
3.77,4,1,1976,35.56,957.72
3.49,5,1,2017,49.77,543.67
0.19,3,2,1970,7.15,883.08
2.88,2,2,2005,21.92,653.36
2.15,4,2,1974,34.77,995.04
0.95,6,4,2007,6.48,176.3
2.35,5,3,1979,6.78,604.86
4.99,5,4,1951,24.64,956.71
2.82,2,2,1968,28.88,722.65
1.21,1,1,2009,22.46,262.02
4.71,4,2,2017,31.39,684.76
0.5,4,4,1985,37.22,522.26
4.4,6,2,1990,16.27,266.99
2.53,5,3,1995,14.01,709.46
1.91,4,4,2021,30.88,424.79
0.54,5,2,1990,49.1,930.77
0.77,2,1,2012,1.93,944.66
4.11,3,4,2012,34.98,779.68
0.48,6,1,1955,6.59,66.36
0.49,6,2,1970,6.2,189.37
1.18,1,4,2022,44.88,522.67
2.73,2,4,1950,20.61,705.58
1.64,6,3,2009,45.09,641.45
2.74,6,4,1969,49.16,950.26
2.74,2,2,2018,20.69,598.62
1.27,6,1,2003,25.55,570.03
1.47,4,4,2016,18.14,199.38
0.41,4,3,1998,49.52,428.48
3.42,1,4,2017,21.19,91.12
2.33,2,2,1961,29.82,650.56
3.64,6,2,1995,37.35,161.85
4.53,1,2,1973,36.04,11.73
3.31,1,2,2003,45.27,769.49
3.36,3,4,1979,24.73,129.23
0.2,4,4,1989,39.66,178.45
4.32,2,2,1958,33.56,919.62
3.18,6,2,1973,10.42,314.1
1.21,4,4,1986,35.1,824.15
4.06,4,3,2003,7.55,67.71
3.14,6,3,2019,16.03,498.58
4.48,5,4,2018,1.24,832.17
1.29,4,4,2004,41.98,463.17
3.75,3,3,1968,47.77,676.49
2.43,4,4,1981,47.89,41.15
3.49,6,1,1993,3.71,447.3
0.51,5,2,1954,31.03,803.58
1.5,3,1,1956,42.19,446.17
0.21,2,2,1991,46.26,407.51
2.29,2,1,2001,45.68,182.74
4.24,5,1,2006,18.26,220.5
0.16,6,4,2018,24.89,441.79
3.63,4,1,1977,2.7,489.86
1.56,1,1,1990,8.89,518.02
2.76,1,4,1962,49.9,464.58
2.38,5,4,1965,44.48,924.12
4.2,5,3,2021,41.25,42.21
3.99,1,3,1976,47.82,18.96
3.34,4,2,1965,2.58,498.19
1.29,5,1,1951,10.64,812.67
1.87,1,4,1956,39.31,483.51
0.84,4,1,2001,9.82,909.56
3.29,2,4,1975,44.93,184.84
1.35,5,4,1965,20.78,304.66
3.21,6,4,2004,29.77,27.29
2.08,2,2,2011,26.41,618.76
4.16,4,1,1984,14.19,790.88
2.85,4,2,1977,38.83,118.03
0.28,2,3,1951,2.84,864.0
2.31,4,2,1958,31.11,254.58
1.91,5,4,1994,46.09,420.24
2.84,6,4,1982,42.77,767.46
0.55,6,4,1952,24.17,20.91
1.5,1,3,1978,39.61,584.17
0.8,6,1,2016,29.7,324.35
2.09,4,4,2019,41.22,344.76
2.27,2,3,1962,43.97,586.41
4.16,2,3,1995,13.08,372.57
3.72,6,2,2018,20.89,98.49
2.7,6,2,1965,30.85,529.11
4.47,5,2,2022,6.38,943.74
0.3,5,2,1963,37.49,64.19
4.43,6,2,1978,28.63,431.67
3.32,2,1,1992,4.44,721.96
4.44,3,1,1963,36.38,268.78
0.82,4,1,1994,46.78,488.56
2.73,3,1,1960,33.48,782.24
2.1,2,2,1957,34.55,470.4
5.0,2,4,1970,6.45,934.58
2.82,1,3,1996,8.8,902.48
1.21,3,4,1951,44.6,756.67
3.89,3,3,1994,2.39,946.54
3.37,2,3,2007,21.45,643.18
1.66,4,4,2004,37.67,440.19
2.88,3,1,1964,47.66,584.19
1.02,4,3,1971,4.34,712.76
1.01,5,3,1992,40.91,716.26
4.34,2,3,1976,6.9,522.23
0.41,1,4,2003,34.42,361.33
3.08,4,3,2010,44.13,33.72
1.79,1,1,1957,21.31,125.56
3.31,4,1,1999,31.88,798.29
4.84,1,4,1995,29.59,235.51
1.1,5,3,1994,49.54,565.28
0.82,2,4,1966,29.47,62.55
2.56,3,1,1951,7.24,336.2
1.99,2,3,1992,35.74,926.61
2.34,2,1,1993,2.38,509.63
4.36,6,1,1999,9.08,639.99
3.76,4,3,1971,20.66,156.01
4.54,6,2,1977,8.73,26.02
4.34,2,1,1981,1.41,313.37
2.49,5,4,2018,37.09,742.54
4.25,3,4,2014,34.7,282.19
4.88,2,4,2012,36.49,250.33
0.56,4,1,1963,48.96,703.95
2.17,5,1,1975,11.69,919.34
0.44,1,1,1996,25.1,60.78
1.75,1,3,1967,44.05,753.11
3.99,6,4,2005,40.24,890.95
4.95,5,2,2013,31.73,800.37
2.3,6,2,1994,15.27,650.26
0.84,1,2,2022,23.81,603.57
3.24,2,3,2005,2.37,509.67
1.52,3,4,1996,24.16,650.92
1.96,5,4,2018,32.4,67.88
1.01,4,1,1963,22.7,351.09
3.62,3,3,1958,29.22,730.45
2.14,2,1,2013,25.54,647.15
4.14,1,1,1962,7.16,464.01
3.8,5,2,2021,19.01,754.18
4.13,2,3,1955,28.88,192.5
4.12,6,2,1971,25.74,792.2
1.7,2,2,2002,38.66,94.54
0.44,6,2,1994,43.36,841.84
2.77,1,3,2016,44.24,521.3
4.86,1,1,1969,34.06,235.84
1.57,5,1,1957,13.85,296.99
4.91,2,1,1971,15.39,797.34
1.02,5,4,1968,48.98,477.38
1.53,6,2,1974,44.99,179.76
0.31,2,3,2016,29.91,513.58
0.28,4,1,1966,8.29,536.45
4.0,5,1,2008,42.28,363.66
4.05,5,1,2014,27.7,784.71
0.58,4,1,1962,25.97,770.95
2.22,4,1,1962,32.32,227.02
1.64,6,1,2020,29.7,497.0
1.96,3,4,2012,45.6,597.65
0.75,5,1,1972,32.96,496.9
2.1,1,1,2010,25.4,500.26
3.85,6,1,1971,20.51,93.14
0.51,1,1,1951,30.01,481.9
0.34,4,2,2018,39.18,186.14
4.8,5,2,2002,2.07,817.21
0.6,6,2,1995,39.86,176.57
2.82,2,1,1956,6.32,65.91
2.62,4,1,2006,4.74,49.97
1.55,3,1,1992,22.66,756.62
1.39,2,2,2008,9.97,917.82
1.45,3,1,1968,5.42,837.25
1.75,1,4,1996,8.22,464.39
2.41,2,1,1953,48.12,512.17
2.07,1,3,1975,33.19,835.29
4.79,1,1,1974,14.23,102.02
0.23,5,1,1989,43.65,589.82
2.18,3,2,1963,48.03,719.64
0.53,3,2,2022,41.03,472.13
4.06,1,3,2011,19.32,547.57
0.17,6,4,1995,14.69,624.51
2.5,5,1,2015,45.09,700.43
3.06,4,2,1974,16.57,341.3
2.42,2,2,1984,12.26,43.19
0.72,1,1,2009,10.41,433.73
0.12,2,2,1974,22.63,318.73
4.21,3,2,1988,28.12,915.19
4.41,2,4,1990,31.37,818.54
3.34,6,1,1990,16.61,447.14
3.74,6,4,1968,16.53,350.74
4.23,2,1,1959,32.83,325.79
4.4,2,3,1977,19.48,161.89
2.21,4,1,2019,25.45,370.24
0.53,5,4,2002,1.82,57.64
1.86,3,4,2002,44.13,659.69
1.5,6,1,1998,17.28,432.0
0.29,4,1,1994,3.68,18.4
3.49,4,2,1959,24.97,19.71
3.18,4,4,1978,18.56,643.71
1.37,6,4,1959,20.21,200.93
2.32,4,1,2020,43.23,411.77
1.38,2,1,1994,41.49,917.49
2.57,2,3,1988,13.22,822.87
1.24,2,2,2000,13.72,283.93
3.06,1,1,2006,34.52,560.16
2.29,3,4,1985,38.93,596.47
3.0,6,3,1978,7.78,144.22
3.03,3,1,1969,27.76,52.75
0.99,4,2,1972,45.06,180.05
4.82,4,2,2012,46.04,601.27
3.44,3,4,1957,9.83,606.76
3.88,2,4,1985,43.99,666.68
3.76,3,3,1965,22.84,534.58
2.46,3,4,1992,44.32,829.54
1.81,5,1,1967,23.36,764.47
2.21,2,2,1979,4.44,653.95
0.57,4,1,1997,1.05,643.66
4.61,6,1,1995,30.14,662.34
1.64,3,3,1991,26.54,983.36
3.69,5,3,1980,26.8,142.73
1.27,6,4,1981,32.93,403.47
0.9,2,1,1998,10.31,360.48
4.13,3,4,1997,39.05,700.35
2.28,2,4,2009,46.95,524.13
2.17,1,1,1951,5.07,411.66
3.48,2,3,1982,31.15,837.84
1.38,6,2,1971,5.52,912.24
0.62,1,1,1954,48.56,895.41
4.52,4,2,2016,14.28,247.33
2.95,4,1,2008,33.38,516.73
0.59,5,2,1982,34.79,508.64
3.13,4,1,1966,40.33,646.89
4.19,5,1,1984,12.38,515.46
4.14,3,3,1977,22.15,102.46
0.35,3,4,1961,24.36,911.94
0.3,2,1,2017,29.43,813.19
4.79,1,4,1952,1.81,102.1
1.97,1,1,1969,25.9,193.37
2.62,3,3,2017,30.56,419.05
0.41,2,1,1998,11.97,968.95
0.58,1,2,2008,18.65,873.12
3.34,5,3,2009,42.14,435.87
3.62,6,1,1980,35.71,544.93
4.58,2,3,1978,28.34,529.29
1.84,5,1,1993,43.13,194.61
4.14,1,4,1991,20.69,877.66
1.64,3,1,2010,37.64,23.02
3.42,6,3,1990,19.28,272.03
1.85,3,1,2005,5.69,399.39
3.59,1,2,2015,25.71,58.67
0.38,3,2,1957,46.99,806.74
4.39,3,4,1957,12.84,991.89
4.38,2,2,2007,12.83,421.32
1.31,2,2,1986,40.16,249.79
3.12,1,4,1966,40.48,217.82
3.11,3,4,2012,46.96,74.03
2.29,5,1,1967,40.85,225.6
3.24,3,1,1967,37.38,395.32
0.76,3,4,1974,36.89,466.15
4.4,3,1,1987,42.3,339.78
0.59,6,3,1975,29.04,100.67
0.13,4,4,2009,19.89,627.72
2.59,4,3,2018,49.57,732.34
0.71,6,1,1980,7.82,728.32
4.87,5,4,1984,31.18,153.41
0.81,4,3,2021,25.08,601.44
1.47,2,1,1961,38.61,758.62
4.06,2,2,1969,3.9,622.67
3.05,4,3,1983,35.28,378.93
3.78,5,2,1952,40.56,273.24
4.2,6,2,1963,1.73,545.51
0.62,3,3,2015,48.37,290.99
0.84,3,2,1951,28.95,450.73
2.63,2,4,1964,10.36,875.9
1.48,3,2,1988,26.62,171.29
1.89,1,3,1993,23.45,10.11
4.49,6,2,1973,17.48,20.75
3.92,3,1,1950,24.62,345.52
1.34,4,1,1965,16.0,83.22
1.97,3,4,2017,17.61,344.2
0.24,6,1,1971,40.79,483.65
1.44,2,3,2013,49.41,185.79
3.43,5,1,1994,43.76,545.15
3.91,3,2,2022,14.89,736.55
4.92,4,3,2006,7.89,984.5
3.62,4,1,1969,3.85,907.34
0.72,5,1,1973,19.53,610.3
3.29,5,4,2015,47.31,971.82
2.81,2,2,1978,15.27,997.94
0.65,2,2,1974,15.87,16.21
4.12,5,3,2013,12.47,784.02
2.6,2,4,1995,40.8,310.89
0.79,3,1,2004,18.8,461.33
4.58,5,1,1969,5.79,250.56
4.78,2,2,2003,19.28,205.06
4.06,2,2,1966,16.88,698.82
3.57,5,4,2021,47.67,658.28
1.08,4,2,1985,49.97,791.86
0.56,6,2,2006,1.1,148.43
4.72,3,3,2021,17.1,497.32
3.2,5,4,1956,5.4,132.46
0.72,5,3,1973,45.83,75.49
3.58,5,2,1998,31.53,544.95
1.9,1,4,1959,5.14,213.89
2.46,2,4,2010,36.44,587.79
3.39,4,3,1984,10.75,485.5
0.91,6,4,1975,39.05,416.09
0.45,2,1,1967,48.93,417.17
2.69,5,2,2002,13.87,375.09
2.14,1,3,1959,5.61,229.39
1.24,5,2,1988,12.7,855.08
3.85,2,4,1989,29.15,588.13
0.49,3,1,1957,22.93,680.94
3.92,4,3,1986,9.31,680.79
4.65,4,3,1956,37.93,297.08
4.47,3,3,1987,23.98,327.41
4.44,4,4,2016,17.18,887.47
2.55,4,4,2000,26.17,611.78
0.5,1,3,1987,33.51,542.49
4.98,5,3,1977,35.0,336.49
0.67,5,1,1978,40.37,921.67
2.15,2,4,2021,15.2,432.49
1.41,4,1,2001,28.21,910.82
1.62,3,1,2017,4.26,474.64
2.82,6,2,1972,42.57,680.6
4.04,1,4,2019,33.89,225.74
3.08,5,3,2019,10.97,833.75
4.14,3,3,1965,28.93,812.33
3.96,6,1,2018,44.06,824.29
1.18,5,4,2016,42.4,719.15
4.26,2,3,1992,42.12,468.88
3.87,1,2,2013,37.03,874.25
3.74,4,4,1961,37.26,129.37
4.96,4,2,2014,48.02,476.66
3.05,4,1,1995,48.22,828.2
2.42,2,4,1984,1.37,22.08
2.56,1,2,1975,30.92,737.7
4.19,1,4,1990,25.1,887.39
4.69,5,2,2018,29.48,646.6
2.06,3,2,2022,32.03,755.35
1.25,4,3,1984,49.76,927.21
3.19,4,2,1996,19.31,770.97
4.38,3,1,1954,13.69,193.06
4.85,6,2,1960,49.81,638.32
4.52,2,3,1964,45.26,179.63
1.84,5,3,1951,2.43,263.13
2.34,4,3,2017,23.84,719.03
3.72,1,2,1962,7.69,846.57
2.58,2,1,2001,46.52,58.61
0.57,6,1,2014,46.96,276.02
0.81,3,1,2010,39.62,541.03
0.55,5,2,2021,14.62,563.99
4.89,4,3,2009,11.34,69.0
2.93,1,4,2020,12.06,411.12
4.92,2,1,1951,46.19,389.08
1.31,6,4,2012,16.37,685.6
3.72,3,3,1973,7.08,497.53
2.1,5,1,2012,12.06,158.26
3.91,4,4,1980,7.25,85.01
3.6,1,2,1955,13.93,236.08
0.85,6,2,1988,49.7,756.19
3.11,3,3,2015,36.81,975.62
0.79,2,4,2017,36.27,729.89
4.94,3,4,1995,1.76,976.58
3.88,6,3,1988,46.67,657.17
2.64,3,1,2001,38.73,344.13
1.55,5,2,1954,22.59,329.81
3.61,5,2,1976,34.61,538.14
0.79,2,4,1982,25.14,941.61
4.56,6,1,1975,42.49,80.89
4.44,4,3,1976,29.81,679.09
1.4,3,3,1963,36.28,821.63
3.27,6,2,1968,14.29,405.25
2.07,1,3,2000,27.29,301.86
3.02,2,3,1968,11.18,425.78
2.04,3,3,2014,11.73,432.08
4.08,5,4,1972,42.25,322.13
4.47,2,2,1985,9.93,69.52
0.8,4,4,2010,6.63,361.29
1.02,5,3,2010,39.5,836.21
4.84,2,4,1964,39.68,641.23
0.96,1,1,2020,17.64,859.35
1.04,4,2,1964,11.12,571.36
0.84,4,3,2010,29.5,108.64
0.14,4,1,1984,21.06,147.76
2.3,3,2,1985,19.41,707.37
0.26,4,1,2014,39.96,972.25
2.9,5,3,1969,39.68,185.51
3.06,5,3,1950,39.21,439.85
3.91,2,2,1985,14.68,501.47
0.97,5,2,2020,8.24,209.45
4.5,5,3,1968,48.92,115.56
3.52,6,3,1967,42.73,841.85
1.6,1,4,1986,13.06,508.0
3.09,4,2,1959,43.49,658.58
2.88,2,2,1953,46.57,356.85
0.14,4,3,2000,15.91,110.06
0.53,1,2,2020,49.07,591.91
4.36,5,4,1956,46.68,525.57
3.59,6,4,2019,10.26,323.97
0.95,6,2,1985,36.84,826.08
2.8,2,1,2000,1.89,910.97
3.52,3,1,1999,29.86,358.72
1.9,4,3,1953,43.92,542.09
3.89,6,3,1969,49.25,163.36
3.56,1,1,1969,31.29,167.84
1.97,4,2,1995,21.86,886.92
3.15,4,2,1978,19.79,365.65
3.48,4,1,2010,1.0,542.03
4.89,1,1,1964,36.35,968.77
4.59,5,1,1990,32.32,372.91
0.72,1,3,2012,35.41,328.41
1.04,4,3,1972,44.59,717.97
0.34,6,1,1975,1.38,912.13
3.4,2,1,1956,28.61,892.62
3.28,6,2,1966,1.51,350.79
2.85,3,3,1959,41.77,593.82
0.1,6,3,1962,14.19,957.39
0.58,5,2,1965,6.1,837.7
3.23,6,3,1993,2.35,312.56
2.87,5,3,1955,18.77,220.14
3.84,3,1,1956,49.62,379.99
1.7,5,2,1966,22.77,923.01
2.39,3,3,1989,29.61,612.24
3.43,1,4,2013,36.14,329.59
1.71,5,3,2011,12.46,251.07
2.48,6,4,1962,21.9,175.04
3.14,3,4,1977,38.94,999.68
3.67,4,2,1995,18.5,586.4
0.38,1,1,1987,25.63,986.45
1.13,4,1,1988,31.83,385.34
1.36,6,3,2001,3.51,908.21
0.21,2,4,1955,37.89,39.17
1.71,4,2,1982,18.74,817.92
2.22,1,4,2019,8.49,875.53
0.56,3,2,1960,33.05,115.03
1.04,1,4,2022,3.46,316.72
3.23,3,1,1992,46.38,238.63
2.04,1,4,1977,15.4,433.9
1.65,3,1,2009,11.99,908.03
4.19,5,4,1998,48.11,114.75
4.44,4,1,1999,12.35,779.5
3.31,1,1,2009,9.55,59.97
1.19,2,4,1956,19.31,654.0
1.95,6,2,1997,19.69,560.15
2.17,2,1,1989,34.25,757.22
4.97,5,4,1983,13.04,729.34
1.74,5,1,1961,23.61,382.84
0.77,5,4,2007,33.55,327.72
1.24,6,4,2016,49.63,409.09
4.42,2,2,1999,1.11,857.63
1.55,3,3,1951,30.55,186.72
3.53,5,2,1955,24.0,364.29
3.17,6,4,1984,38.27,719.42
0.19,2,1,1972,31.28,877.52
3.95,2,3,1969,46.44,112.99
3.34,3,4,1969,39.49,222.51
2.24,5,1,1975,38.18,611.63
4.07,3,1,1966,22.92,453.87
4.9,1,3,2004,1.7,725.48
3.62,4,1,1995,26.35,571.27
4.72,6,2,1961,12.72,818.0
2.4,6,4,2022,35.58,319.64
1.48,4,4,1966,23.4,966.63
2.08,4,3,1977,15.53,470.91
0.33,5,4,1965,1.95,700.56
2.71,4,3,1972,34.25,910.04
4.25,2,4,1957,11.31,176.14
3.41,5,4,1950,11.24,430.61
2.26,5,4,1981,8.32,207.21
2.84,5,4,1989,47.32,457.31
1.71,1,4,1952,43.04,14.04
4.48,1,3,2012,30.57,615.98
3.39,6,2,1977,33.21,802.75
2.51,1,1,1987,35.72,163.19
2.76,1,3,2007,26.41,245.28
2.83,6,1,1998,34.99,192.23
4.25,5,4,1960,45.75,905.39
3.67,5,2,2017,37.41,160.63
0.42,2,2,2014,34.21,884.55
3.5,2,1,2018,39.81,233.19
0.92,2,2,2012,26.89,207.26
4.95,2,1,2018,35.29,340.84
3.23,5,1,1986,29.52,59.14
1.41,4,2,1990,49.37,823.22
1.35,3,2,2017,44.06,429.07
0.19,4,1,1969,41.76,694.17
3.67,6,1,2018,2.81,91.31
0.87,3,4,1999,35.01,297.11
4.37,1,3,1974,12.11,636.52
1.94,4,2,1995,16.35,241.11
2.49,2,4,1991,10.98,286.22
2.94,6,1,1958,3.15,687.37
3.13,5,3,2000,43.32,569.99
2.0,6,2,1966,20.04,653.53
0.51,3,1,1973,9.05,241.45
4.15,3,2,1982,8.91,693.99
3.13,1,1,1962,15.34,858.65
2.84,3,1,1987,13.79,992.56
4.08,5,2,1974,29.48,202.33
1.5,4,3,1990,35.39,105.26
3.74,3,3,2005,12.86,501.13
2.56,1,1,1991,35.82,946.94
2.4,4,1,1974,10.97,377.43
0.22,3,1,1992,33.65,976.82
1.87,1,4,1975,4.95,915.61
1.29,1,1,1958,6.27,354.82
2.13,2,4,1954,22.06,623.34
4.73,3,1,1993,27.69,444.02
4.3,3,1,2019,44.93,914.54
2.48,4,3,2021,36.54,881.11
0.88,3,4,2019,23.64,295.03
0.14,2,1,1951,4.88,751.43
1.71,1,1,1999,16.89,339.58
2.15,3,1,2011,24.59,980.83
1.27,1,2,1994,48.48,818.16
1.55,1,3,1984,17.81,722.92
4.26,1,4,1968,2.87,403.04
3.31,4,1,1953,47.45,522.63
0.75,2,1,1999,13.43,880.57
2.39,2,3,1985,45.18,253.09
3.19,4,3,1956,44.67,485.94
3.51,2,2,1960,29.93,314.35
1.86,4,4,1998,13.28,243.76
4.86,1,2,1978,20.52,675.46
2.79,2,2,1971,45.0,506.44
4.67,1,2,1967,45.87,817.57
2.83,1,3,1988,46.55,288.07
0.21,6,3,1979,22.94,871.83
3.98,2,4,1963,26.38,197.08
2.58,6,4,1959,27.64,802.61
4.51,3,1,2007,27.34,352.22
0.93,2,4,1962,9.98,597.35
2.44,3,4,1984,27.03,454.51
0.75,4,2,2021,3.99,249.65
2.07,2,3,2019,49.81,907.26
0.77,6,3,1966,4.4,500.32
4.24,1,1,1959,5.17,997.21
1.63,4,2,1981,23.31,298.55
4.32,4,3,1955,17.67,41.36
2.8,4,3,1960,48.47,129.33
4.15,3,1,2015,45.52,76.56
2.51,1,4,2022,33.41,646.34
4.51,4,1,1997,18.6,916.65
4.37,4,1,1954,23.61,845.2
1.09,2,3,1987,18.56,255.62
4.78,1,2,2002,43.52,538.89
2.72,1,2,1989,38.0,564.23
2.89,6,1,1958,9.07,600.44
0.48,1,3,1997,17.04,724.2
1.27,4,2,1991,10.56,712.0
4.92,2,4,1950,44.47,244.74
4.88,6,2,1954,20.76,478.71
0.92,4,3,1970,18.5,193.84
2.12,5,4,1955,47.82,833.13
2.01,1,1,1979,48.14,223.92
4.25,1,1,1951,46.17,681.12
1.38,3,2,1963,48.25,15.56
2.22,2,4,2009,20.28,278.62
4.35,3,2,2004,37.8,43.19
1.76,6,1,1982,18.86,347.25
4.96,3,4,1971,37.06,406.69
2.53,3,1,2006,12.16,548.0
1.03,2,3,1958,28.78,594.4
2.14,6,4,1973,16.87,99.05
3.62,5,3,1963,29.51,73.15
3.86,1,2,1996,31.87,50.01
0.26,4,3,1967,38.57,248.25
4.36,1,3,2019,35.46,17.43
1.93,4,1,1973,39.55,548.38
3.95,3,3,1989,41.73,766.73
3.35,5,3,1970,23.19,211.19
2.7,1,3,2001,27.08,302.42
3.17,2,1,1954,46.91,24.49
1.48,4,4,2005,21.09,372.36
2.53,4,2,1994,23.82,358.86
3.45,3,3,2006,41.05,576.85
2.16,1,3,1963,13.9,516.29
3.05,6,3,1967,23.35,953.48
4.45,2,2,1959,26.78,520.77
2.31,1,2,1954,12.71,169.18
1.92,4,1,1993,15.43,194.25
0.75,3,3,1988,45.26,215.41
0.79,6,4,1978,34.93,216.08
4.83,3,2,2016,23.03,193.78
4.9,3,2,2020,15.09,355.64
4.15,6,2,2006,34.85,556.22
4.24,6,2,1951,4.27,81.21
0.14,3,1,1996,24.65,592.57
3.22,2,3,1990,33.28,474.67
4.29,1,4,1995,31.09,884.81
4.86,1,1,2009,32.92,462.06
4.8,4,1,2005,9.11,552.8
4.76,6,4,1954,1.86,855.06
3.62,1,2,2011,32.45,279.62
0.72,3,2,1980,33.75,623.27
2.65,2,2,2013,34.87,230.86
1.26,5,3,1994,47.08,149.42
4.69,4,4,1969,31.05,411.69
1.24,2,1,2018,14.09,845.38
3.68,4,2,1973,35.48,901.46
3.24,3,1,1989,28.88,809.97
0.45,4,2,2015,31.9,834.51
2.44,1,2,2005,15.81,943.24
1.94,6,3,1985,21.69,206.54
3.33,1,4,2015,43.9,680.02
1.65,4,2,2011,20.47,765.81
0.2,5,1,1984,31.97,684.77
0.99,1,1,1992,46.34,904.07
0.78,6,4,2001,19.3,14.17
2.59,6,3,1984,38.13,715.57
1.27,1,4,1952,4.09,12.96
2.82,4,2,1953,39.72,610.92
0.78,3,4,1974,31.09,562.54
1.02,1,3,1978,13.45,19.34
4.15,6,1,1964,49.8,584.36
0.39,1,3,2015,49.28,276.86
4.84,4,3,1968,27.97,384.67
0.42,2,4,2001,43.0,929.97
4.92,2,2,1968,49.42,455.4
4.08,5,1,1977,43.27,266.08
1.1,6,1,1956,22.24,240.89
4.14,5,2,1956,32.77,694.48
1.63,1,3,1991,43.76,788.86
2.33,2,4,2007,47.21,640.13
1.13,5,2,1983,47.25,14.95
1.85,5,1,1965,31.04,281.54
4.1,2,1,2009,2.08,235.39
2.02,3,3,1975,27.63,721.54
0.44,6,3,2000,8.37,420.44
1.74,1,1,1986,43.85,558.2
3.06,1,1,1999,15.99,725.1
2.39,3,3,1975,20.6,312.52
2.11,2,3,1961,49.57,191.4
4.01,5,4,1977,14.18,940.49
3.14,4,3,1963,11.01,933.95
1.82,1,4,1981,40.34,756.55
4.27,2,4,2004,16.2,284.84
